-0.4348 -1.5344 1.3456 -0.0875 -0.1283 -1.2254 -1.5023 -1.0623
26.7213 18.6505 13.8459 24.8885 25.2188 -11.5011 -1.8433 -11.5045
-23.4976 -16.4807 -8.6736 -19.7488 -22.0524 8.5902 -3.4779 8.0935
12.0568 10.1049 4.8115 11.9377 11.3124 -3.7638 -0.5347 -4.3638
3.1284 2.6797 1.3755 2.9724 2.8278 -0.9260 -0.1137 -1.0298
-17.3126 -12.2298 -6.4582 -14.6325 -16.2434 6.2849 -2.4886 5.9379
26.4193 21.2780 10.9829 24.1330 24.1721 -8.4297 0.6260 -8.8408
-29.4158 -30.4601 -2.7290 -24.6365 -25.2734 1.3871 -9.8549 2.7396
18.6467 14.3449 7.3885 16.5158 17.1799 -6.2619 1.1807 -6.3399
-4.5068 -1.9399 -1.2501 -2.7760 -4.4230 2.1629 -2.2570 1.5486
-10.5645 -5.3079 -3.0806 -7.1847 -10.2683 4.7723 -4.1945 3.7152
23.0283 18.6770 9.6341 21.1287 21.0415 -7.2891 0.3930 -7.6922
-27.5141 -20.3751 -10.6024 -23.8542 -25.5584 9.5836 -2.7462 9.3970
23.8765 20.5429 10.4525 22.6885 21.5110 -7.0414 -1.0777 -7.9050
-12.7116 -11.1343 -1.5155 -9.9173 -11.3956 1.9966 -4.9870 2.0097
-3.0283 0.2477 -0.0621 -0.8845 -3.3855 2.1671 -3.2958 1.2611
17.9334 15.3676 7.8202 16.9950 16.1710 -5.3175 -0.7346 -5.9439
-25.7646 -15.4476 -8.8497 -20.1858 -25.0534 10.4984 -7.5006 8.8152
23.8908 10.1628 18.3566 22.4071 23.9990 -16.6613 -5.8769 -15.3410
-18.2469 -12.8432 -6.7983 -15.3985 -17.1373 6.6427 -2.6919 6.2554
4.7057 6.2594 3.0705 6.0386 3.7478 -0.3950 -2.8371 -1.3386
11.4932 11.2797 5.6399 11.8888 10.0265 -2.7688 -2.2080 -3.6857
-22.6133 -14.2871 -7.5622 -17.8420 -21.5385 8.9860 -5.1482 7.9832
27.3819 22.3661 13.3314 26.0913 25.2501 -9.4992 -2.5026 -10.7297
-23.3795 -16.0306 -6.3281 -18.1910 -21.9844 7.8926 -6.7302 7.0365
11.9728 11.0454 5.5017 11.8462 10.5795 -3.2117 -1.5058 -3.9366
3.9494 4.7332 2.2553 4.6382 3.2165 -0.5807 -1.8517 -1.2246
-17.5847 -10.9980 -5.9318 -13.8693 -16.8294 7.0194 -4.2463 6.1580
26.3180 21.0245 12.9177 25.0586 24.1182 -9.3094 -2.0811 -9.9210
-26.2527 -17.0438 -9.1900 -20.7691 -24.7551 10.1794 -5.6277 9.0381
18.2902 14.8119 7.6414 16.7655 16.7170 -5.7994 0.3383 -6.1119
-4.2125 -2.7646 0.5409 -2.2993 -4.0213 0.7822 -3.8097 0.3445
-11.2133 -7.1187 -3.8464 -8.9308 -10.7149 4.4254 -2.5953 3.9081
23.5532 20.3709 10.2852 22.4017 21.1591 -6.9129 -1.2617 -7.8298
-28.7380 -24.3302 -6.1698 -23.5594 -25.9504 6.1618 -7.8472 6.2962
23.4366 19.4476 9.9688 21.7897 21.2916 -7.2263 -0.1727 -7.8101
-11.1036 -6.2686 -3.4714 -8.3040 -10.7947 4.7291 -3.5186 3.9354
-4.2734 -3.2382 0.3422 -2.6393 -3.9762 0.6161 -3.2954 0.3324
18.3658 15.4059 7.8683 17.1773 16.6422 -5.5931 -0.3430 -6.1127
-26.0821 -16.7613 -8.9693 -20.8641 -24.8457 10.2166 -5.7334 9.1083
26.5659 21.4276 10.9823 24.2097 24.3560 -8.4811 0.6044 -9.0214
-18.3479 -15.0761 -5.7071 -15.8309 -16.7196 4.8856 -2.9876 5.0140
3.9781 4.9344 2.4343 4.8528 3.2493 -0.4942 -1.9711 -1.1657
11.9782 11.0819 5.5439 11.8927 10.5895 -3.1940 -1.5200 -3.9211
-23.0482 -15.2929 -8.0503 -18.7103 -21.7925 8.8283 -4.3834 8.0605
27.8883 23.2231 11.9177 25.9977 25.3330 -8.5605 -0.2710 -9.2716
-22.4790 -13.2042 -7.2685 -17.1787 -21.7461 9.3433 -6.5273 7.9107
11.3178 10.4357 5.2114 11.4095 10.1335 -3.0406 -1.3980 -3.7475
4.6478 5.8260 2.8148 5.6713 3.7524 -0.5606 -2.4353 -1.3896
-18.0196 -10.6469 -5.9143 -13.8935 -17.3090 7.4433 -5.0829 6.1755
26.7636 21.4522 11.0297 24.3388 24.4835 -8.5948 0.7041 -8.9955
-26.6407 -20.5252 -8.5179 -22.4806 -24.5395 8.0972 -4.5628 7.9558
16.4548 9.4208 11.2435 15.7287 15.8936 -9.4753 -3.8191 -9.1898
-3.0405 0.1620 -0.1395 -0.9767 -3.4002 2.1300 -3.2462 1.2353
-11.7747 -7.5272 -4.0469 -9.4033 -11.2313 4.6265 -2.6466 4.1080
23.6225 18.5821 9.5586 21.2218 21.6783 -7.7467 1.0196 -7.9849
-27.3180 -18.8582 -9.9245 -22.7298 -25.6948 10.1268 -4.3818 9.4513
23.0311 18.6987 9.6446 21.1459 21.0386 -7.2808 0.3673 -7.6918
-10.6336 -6.6312 -3.5154 -8.3281 -10.1457 4.2644 -2.5203 3.7639
-4.2375 -0.4907 -0.5198 -1.8672 -4.5791 2.6475 -3.6732 1.6513
18.6915 14.6885 7.5528 16.7783 17.1554 -6.1372 0.8225 -6.3212
-26.9232 -20.3072 -8.4263 -22.4181 -24.8967 8.3891 -5.0983 8.0963
26.4105 21.2103 10.9508 24.0816 24.1771 -8.4542 0.6969 -8.8443
-17.0075 -9.8733 -5.3927 -12.8763 -16.4489 7.1309 -5.0175 6.0292
3.4489 5.1601 2.4778 4.8067 2.6008 -0.0387 -2.7961 -0.9448
12.0240 9.3368 6.8789 11.8668 11.0656 -4.8291 -2.2388 -5.1674
-23.3339 -14.7280 -7.9006 -18.2780 -22.1624 9.2549 -5.4315 8.1460
27.5589 22.3410 11.2503 25.6950 25.4124 -8.7926 0.2132 -9.4679
